School_ID,School_Name,Spot1_Name,Spot1_Contentful_Id,Matching_Type,Distance_in_KM,Spot2_Name,Spot2_Contentful_Id,Matching_Type,Distance_in_KM,Spot3_Name,Spot3_Contentful_Id,Matching_Type,Distance_in_KM
3RE3p3SnRmm2sCOm4ggwY2,2capskite,"Sangatte, France",5Hl7spuHtxWOF09trxjUVX,Distance less than 100km,0.395349088,"Bleriot-Plage, France",5a6mUwlxkzCq7RlfEqh6Lw,Distance less than 100km,6.244558762,"Wissant, France",7LHOwRvP4abEvyUob18OL4,Distance less than 100km,8.592037373
7tiq4EIYz6EyguIIGkaS2O,Boavista Kite,"Hotel Iberostar, Cape Verde",4uU8xHzv57eVfwQyNULmod,Distance less than 100km,0.280367497,"Boa Vista / Buccaneers Beach, Cape Verde",3Td2p0BNHol3TXJ1xufDpe,Distance less than 100km,5.071597021,"Boa Vista / Shipwrecks, Cape Verde",4ywDbyPE5JNIuL5csbp35m,Distance less than 100km,10.93248953
2fIKtcsvs8okUmge2OWSam,Kite Sj??lland,"Amager / Sylten, Denmark",1Y4FPLontv5n7ouXAcM6Eo,Distance less than 100km,0.222515399,"Amager / Poppelvej, Denmark",9jbM4ziLFUQXVKrkJ503R,Distance less than 100km,3.457505712,"Amager / Sydvestpynten, Denmark",2LEh4JtGu6gySLHfF4pxUu,Distance less than 100km,6.437378963
3WHxamLmlqu4MqgEyK0mKa,Naxos Kitesurf Club,"Naxos / Glyfada, Greece",3ynefjaaFkz1X2X5H2sWFu,Distance less than 100km,0.383294423,"Naxos / Alyko, Greece",4wOmY2Vp0W5IoBd2jhShLD,Distance less than 100km,0.972487881,"Naxos / Pyrgaki, Greece",4M2ayvvMVPAguT942zyoLY,Distance less than 100km,1.74135664
DZ0KKzymJwggwQqGKoOoe,Pro Kite Surf,"McGee Beach, Texas (USA)",5m4AcPxlwU5pYsBccTxzmY,Distance less than 100km,1.309875327,"North Beach, Texas (USA)",oZmpnEaAi1fbAXK9C0wJA,Distance less than 100km,2.839942444,"Oleander Point, Texas (USA)",2HEnjJgG2nr5mJ45uTE8tl,Distance less than 100km,3.388021769
3DfBCWl9OoAKwemG0oYOA6,Olli Kite Mallorca,"Mallorca / Es Barcares, Spain",4mVTvCpu1o1QKTioVt8oJz,Distance less than 100km,0.303325595,"Mallorca / Playa de Muro, Spain",26aJYVBiCnDqr9TYoTslzN,Distance less than 100km,6.905805559,"Mallorca / El Buzon, Spain",6TIA2gravbX1QTRtfsIzgq,Distance less than 100km,8.547464135
rFlK1GTmWkyyy6a4YiY2M,Freestyle Academy Kitesurfing,"Boracay / Bulabog Beach, Philippines",5oUxXlN5RzqjGfKHbRQ3PU,Distance less than 100km,0.675275653,"Boracay / White Beach, Philippines",2AvIcTK7ztNGGoE7cZzwXp,Distance less than 100km,1.397519953,"Boracay / Lapus-Lapus Beach, Philippines",1FGRhzoyW52xPqB9eJR0FI,Distance less than 100km,1.439059464
5uikRUQJAkW0Uy60AUCQeM,Kitty Hawk Kites Nags Head Carolista,"Bodie Island / Jockey's Ridge State Park, North Carolina (USA)",EXLUkbfVXmzBD1cn4MjB1,Distance less than 100km,1.061380196,"Bodie Island / Nags Head, North Carolina (USA)",3Fg9QfgFp72Xmgd8LOPHYA,Distance less than 100km,3.133304523,"Bodie Island / Windmill, North Carolina (USA)",5UNqobl0VOtyFhXW7qoutq,Distance less than 100km,5.831763113
2fb2E4rWigWqAUiGum0I8e,KITE45?¯,"El Paquebote, Spain",1S2T7YRz28h06NtM17G2o8,Distance less than 100km,8.498481684,"Punta de Los Molinos, Spain",6Y8aRNUScxQ0ugsxLIWaUa,Distance less than 100km,8.939281213,"La Marineta, Spain",78oMRzn7R7cBnLPCJjmkc0,Distance less than 100km,10.7851159
CQxGUYZQKOYwoOOQKUaew,Bull Tarifa Kiteschool,"Tarifa, Spain",3jN8wUImM1U9XJ0ISMEfwa,Distance less than 100km,0.632582873,"Playa Chica, Spain",54dZKn279hjY2Rp8wGAbST,Distance less than 100km,0.894548404,"La Jaima, Spain",3jV90vfDLgxsmjRFx6usWm,Distance less than 100km,1.411318631
3pSbwjvzq0sUccSse4uUEC,Kitesurf School Roma,"Villaggio dei Pescatori, Italy",56PEvoAHeioXPbSWazvX1u,Distance less than 100km,0.917696687,"Fregene, Italy",13BFIKwEiNdCfvc23yBkzZ,Distance less than 100km,5.288706792,"Focene Kitebeach, Italy",4tv6pPxAluhN4hV9jNMYTa,Distance less than 100km,6.019657899
FqGaH18VwIYYEaYs4k4qg,Oc??an Vagabond Dakhla,"Dakhla Camp, Morocco",2MgtqNbomi2uBQ5oc1qBFU,Distance less than 100km,2.526186291,"Dakhla Lagoon PK 25, Morocco",7ciz6FGK7fLUENDdZOWHrv,Distance less than 100km,2.895506482,"Pointe de L'Or, Morocco",73hW0HwsdV9BdXh5ohnM9O,Distance less than 100km,4.127204456
1PAqS9UkdSWiyUs2CC0Ici,Kite Zone Wè?adysè?awowo,"Hel / Camping Kaper, Poland",2dZyphZj8D5dUvJDwVnSGn,Distance less than 100km,0.762751699,"Pucka Bay, Poland",5uIlaShQ3oCJ0KafFn34mc,Distance less than 100km,1.399510046,"Hel / Hel Camps, Poland",1KGJIDEkNhlWWUtytiltTD,Distance less than 100km,2.028221977
1RECJiT2Y3QQhPq56nY32A,Surf and Fly,"Duinbergen, Belgium",2AhW0ewJRoSUVviCHdzhfl,Distance less than 100km,0.125326514,"Heist VVW, Belgium",3IEHyokyIKnchriCPU573c,Distance less than 100km,1.576720622,"Heist, Belgium",7KlGJFeA8r1CqT5gW00Pfm,Distance less than 100km,2.138238858
2dShuazqgoeO0IcyAwQEsG,KiteFeel,"Markermeer / Schellinkhout, Netherlands",7kv7WAKwv0ahhhtrDMcsnC,Distance less than 100km,0.158677969,"Markermeer / Edam, Netherlands",07bOvDNnXIEVbOMMBabQT,Distance less than 100km,11.3744561,"Ijsselmeer / Medemblik, Netherlands",1PcosP4d0Cak36W5qdLTBd,Distance less than 100km,13.74212976
2q9jqTaXFKiw4qGekaO0km,Kitemex,"Xcalacoco, Mexico",3jdzKdNlJ5g52NsVZLBMUY,Distance less than 100km,0.395807387,"Coco Beach, Mexico",4OgnuixwoOtaCwJsSCBxeh,Distance less than 100km,4.662092628,"Punta Maroma, Mexico",62iSgTbLIUq5qv59R1aniw,Distance less than 100km,8.484249387
7Cq0t2JDlCuIK4y4WA4cqk,Natural High,"Brouwersdam, Netherlands",1JSshyvheLlNONRJatfl1w,Distance less than 100km,0.481499132,"Vuurtoren, Netherlands",42z5UdsizuGMWYI7AjfSTi,Distance less than 100km,4.688514215,"Renesse West, Netherlands",1PKkFwtlFydzLcVyIIrZxp,Distance less than 100km,10.76743564
6R4BX0MxxKg6waqGAAKQaw,Freekite School,"Lac de Monteynard-Avignonet / Treffort, France",2V3udarRTERAUPBAVlDZdL,Distance less than 100km,0.226157753,"Monteynard-Avignonet / Vineyards, France",6z5196nlOpjQaH0xSBqgx8,Distance less than 100km,2.047272989,"Serre Poncon / Savines-le-Lac, France",5yt9Vkz9kYydHUkr5c8HRt,Distance less than 100km,71.79180425
7nc6Rv3DbzJEJKLra9xxMw,Kite Club Hatteras,"Hatteras / Avon Oceanside, North Carolina (USA)",5F0VlMhq1gZoaD6CVEbmf7,Distance less than 100km,1.446611546,"Hatteras / First Turnout, North Carolina (USA)",1G1fSs8hZ0I5D1DlJELser,Distance less than 100km,1.463259639,"Hatteras / Ramp 34, North Carolina (USA)",7KNsdpMWRvGRjpbUSQ8fwJ,Distance less than 100km,2.076497234
63jcpIVp6M6Qc60qogAW2g,Hamata Kite Village,"Wadi El Gimal, Egypt",Y46brR3Hp98niSEdgpw6T,Distance less than 100km,7.846193632,"Blue Lagoon, Egypt",fQeOBCNT8KunFKqATqrdJ,Distance less than 100km,35.47141943,"Camel Beach, Egypt",4M9VZ1jGVhWw11uwDWlcVt,Distance less than 100km,44.09498134
2ICF3gCbMdhuBq5BHKLhBM,Brighton Kitesurf & SUP Academy,"Lancing Beach, England (UK)",12HK8QbyAnJybYUNmkpg3p,Distance less than 100km,0.153554655,"Shoreham Beach, England (UK)",378IM2fo5I9AHoYyOUC18O,Distance less than 100km,4.222752665,"Worthing, England (UK)",5VZyoJnbTGEeywYkTDZVNV,Distance less than 100km,4.636408481
2FzapKWragIsusAc4CsOEQ,7 Beaufort Kitehouse,"Safaga, Egypt",4klIxjSIw4f9tNJ0uSi4pI,Distance less than 100km,41.6653512,"Abu Soma Riders, Egypt",5NbXKEvMC9Apu36CCGNZuP,Distance less than 100km,42.10800023,"Soma Bay / Palm Royale, Egypt",3tD0L05x318FMVc9lfe70s,Distance less than 100km,42.9236534
6nBxXifJaoOIiM8QwuAEUo,Freedom Kite School,"Estepona, Spain",1VWZT2Uq72Irw09b4GZQeJ,Distance less than 100km,0.491213036,"Heaven, Spain",1rDa7NTpAReBRI2MVy7sB1,Distance less than 100km,8.894187751,"Pepes Beach, Spain",7o8NXi068iB9DxVzByoTQt,Distance less than 100km,10.66662825
73MZYpPW6Ww42kqyE0YO24,Water Sports Mallorca,"Mallorca / Playa de Muro, Spain",26aJYVBiCnDqr9TYoTslzN,Distance less than 100km,0.36667195,"Mallorca / El Buzon, Spain",6TIA2gravbX1QTRtfsIzgq,Distance less than 100km,2.042497292,"Mallorca / Es Barcares, Spain",4mVTvCpu1o1QKTioVt8oJz,Distance less than 100km,6.839435022
2TiDIeJyDmccegSqSyYyMk,Surf In Crete,"Crete / Anissaras, Greece",18b47RrshtkCw743hT5b02,Distance less than 100km,10.53655716,"Herkaleio Kite Beach, Greece",F7JNXAhrHDvQxmU2xgGen,Distance less than 100km,14.25025417,"Crete / Amoudara, Greece",vbxbX4qD5G3QYL7F6e2rP,Distance less than 100km,17.54529483
6xGfMutZvOQUK0Aqi6msuw,Cape Drepano kiteboardingschool,"Peloponnese / Faros, Greece",5OQisKUSjzbHlUQJvmjycW,Distance less than 100km,1.591962915,"Gribovo Nafpaktos, Greece",5xE65A4CT9dtSmEGvCVyLH,Distance less than 100km,7.118319423,"Peloponnese / Nikoleika, Greece",5vJOwtMxkqD2kxSnP4lqEw,Distance less than 100km,27.93095151
2Ydgy9SdOMU2C08S6K4K4U,Toronto Kite Club,"Lake Ontario / Cherry Beach, Canada",5IkUWAtXh8VbM3rGY35tb2,Distance less than 100km,10.03365089,"Lake Ontario / Frenchman's Bay, Canada",68qwp1Hpmuln64tKxOCWOK,Distance less than 100km,34.91206982,"Lake Ontario / Port Weller, Canada",3PDpMn8i53fCOhUM7oUJQC,Distance less than 100km,51.90013895
5ktcnxsKKkcQummCcYyeOq,Kitezone Touquet,"Le Touquet, France",5PFTqiBqVqppzSnsDM2N3U,Distance less than 100km,0.190659365,"Baie de la Canche, France",7FLpSLgBu3nDY1Ey0KjFAR,Distance less than 100km,3.395309107,"Sainte Cecile, France",1MJCy6dpgtAGjys3XBUjN8,Distance less than 100km,6.581446894
5wmpQxVcBiOWuS0AY8y0cY,Kites Angels Beach,"Kitebeach Fiumara, Italy",4wBlJUleokIF7Z4yKKS0E2,Distance less than 100km,0.797738821,"KM 28, Italy",3ELzIzmsOjkVV0iiAa7NHc,Distance less than 100km,3.218843986,"Marina di Grosseto, Italy",2vjpuvJU0aq8nIkucWsShB,Distance less than 100km,4.111256217
RpHaijWPAqmsoCKAgAOGK,Riactiva,"Ria de Aveiro / Costa Nova, Portugal",7qqEGwwg3iJ4yrkuHbwYr9,Distance less than 100km,0.004909241,"Ria de Aveiro / Gafanha, Portugal",VLAINQqPZW37D4EqkohSX,Distance less than 100km,2.029832321,"Barra, Portugal",6GHfhBs7a44FSugOpfHnwl,Distance less than 100km,2.53291544
5luFmCpJ4WWGU4uOcekQsi,Stagnone Kitesurf,"Stagnone Kitesurf, Italy",1NpDAjJns4i1NXhpVv8kMh,Distance less than 100km,0.096100337,"Follow The Wind Kitesurf Sicily, Italy",1qI5hgwC8wgwBfVKRn3uJF,Distance less than 100km,1.359040795,"Sicily / Lo Stagnone, Italy",31BHrD8jQeW6LGiXgZfImn,Distance less than 100km,2.874163353
5f4FLOSMn6iS08S2iY4MuG,Isla Kitesurfing,"Boracay / Bulabog Beach, Philippines",5oUxXlN5RzqjGfKHbRQ3PU,Distance less than 100km,0.065568908,"Boracay / White Beach, Philippines",2AvIcTK7ztNGGoE7cZzwXp,Distance less than 100km,0.851642608,"Boracay / Tulubhan Beach, Philippines",7N0aAmpySaw5KsMhV9qHQH,Distance less than 100km,1.358031845
2Kyy2ld848kC8MgM0oWm2k,KiteZone Sardegna,"Sardinia / Petrol Beach, Italy",4oryrMODYtQ4pdNxQGVvg6,Distance less than 100km,0.028809172,"Sardinia / Poetto, Italy",2OvmKg8F58cga0DXRu6R1q,Distance less than 100km,15.38690948,"Sardinia / Pula, Italy",4bKTlukfdN5JDHvrGHySrW,Distance less than 100km,16.94504488
1xnkmhgROoIcmSUAYcqqAA,Kitesurfing Kos,"Kos / Mastichari South, Greece",1Hn6CglGtf8qPZp4OU8rgS,Distance less than 100km,0.347383918,"Kos / Mastichari, Greece",3vDiGI5bXz8QZ7q23iemIu,Distance less than 100km,2.168754493,"Kos / Marmari, Greece",1BHOdYVJJ4briN1deW9pPl,Distance less than 100km,5.469137533
57Ds9i85mgGakKuE6CqU6w,Anguilla Watersports,"Cove Bay, Anguilla",3OjytVkdjb1TIplKo298sq,Distance less than 100km,0.526214998,"Meads Bay, Anguilla",PsTycykRIq908khkN0aBN,Distance less than 100km,1.397937439,"Long Bay Village, Anguilla",6BIEcXMjUF46KQhyyIwh5h,Distance less than 100km,2.01351216
2bdy2AM7dKu0MygS8uMcm4,Kiteriders Montenegro,"Velika Plaza Ulcinj, Montenegro",G0uVuKvJDmsehn71Ro9uu,Distance less than 100km,0.468926441,"Bojana River Mouth, Montenegro",3h0zAYR51fo6U2RoWeB1fl,Distance less than 100km,3.08763453,,,,
Tj7B1xvV6KukicMmQgyw2,Azur Kite,"Ilet Long, Martinique",1VCziG0NtbnmLVWKqjiapP,Distance less than 100km,4.455249417,"Cap Est, Martinique",PxFTKaNliU0zOFudRbZmU,Distance less than 100km,5.652846723,"Baie Du Robert, Martinique",h32SyDB9PxCI7bsBQBfwi,Distance less than 100km,7.883001702
1uBirUJS9Ge0qOiOsOE6II,ABCSurf,"Hel / Jastarnia, Poland",4PM6ZVJuzc24mqF3DelCgD,Distance less than 100km,3.929235999,"Hel / Chalupy, Poland",2irDrc0CKy4v6VyqYRjP2d,Distance less than 100km,5.300086306,"Hel / Hel Camps, Poland",1KGJIDEkNhlWWUtytiltTD,Distance less than 100km,6.555961529
3sLVfkGWhaYWeKMOQyiKIA,Eolis Kitesurf,"Cabanas de Tavira, Portugal",1iO7x6sk9HkN7flj0pK4kp,Distance less than 100km,0.375219856,"Cabanas Island, Portugal",5ds5THeTfo2ZTJzprsVWvP,Distance less than 100km,0.675102425,"Manta Rota, Portugal",2e3QpxQfTyrwoYnnJkOJNO,Distance less than 100km,7.917916025
nvLmSxyySqYJ96PYcTLcZ,Lift kiteboarding Lancing,"Lancing Beach, England (UK)",12HK8QbyAnJybYUNmkpg3p,Distance less than 100km,0.59709822,"Worthing, England (UK)",5VZyoJnbTGEeywYkTDZVNV,Distance less than 100km,4.015907146,"Shoreham Beach, England (UK)",378IM2fo5I9AHoYyOUC18O,Distance less than 100km,4.820967512
6l9UuI0V7aMg0CQwM0AkC8,KiteGreece,"Kitepark Lefkadi, Greece",54u1XEL7HySApA1gVtZfjD,Distance less than 100km,0.006895451,"Leukanti Kite n' Waterski Park, Greece",3nst8hMYXwT4owznNAKkUv,Distance less than 100km,0.115906195,"Skala Oropou, Greece",1VRYF2FVO0j0oRJOJ5j3kJ,Distance less than 100km,13.15085211
7DK1dRX1aEGAIcK8Eq8uoI,R?¶ve O Kite,"Lampaul-Ploudalmezeau, France",Zr7vtVfW5VsanO9ycdEMG,Distance less than 100km,0.873320459,"Treompan, France",HSpYKQFNBJGlpudwpVC1o,Distance less than 100km,1.166336564,"Saint Pabu, France",1EnzyTivo7lGLKqF0rRlEJ,Distance less than 100km,2.835261515
4cwow7QIlia2eioEsC0u2G,Wet Dreams,"Sardinia / La Cinta, Italy",4ggKGlA9LBHBABuQOYwXWl,Distance less than 100km,1.525639449,"Sardinia / Budoni, Italy",60iWZoSJ8rM707dReliIWJ,Distance less than 100km,8.427802573,"Sardinia / Isola Tavolara, Italy",5YVs7saY1rXnLfewoVHE3Y,Distance less than 100km,13.4910731
1pPAOWziKEQY64cOs0cU0q,Hampshire Kitesurfing,"Hill Head, England (UK)",6g1Ii3VCQMkASHeqmQGGgc,Distance less than 100km,0.904892619,"Calshot, England (UK)",3bpo72uXKFywe5h9ZBsdmw,Distance less than 100km,5.375298169,"Isle of Wight / Appley, England (UK)",2TkDOuBQR1S8pknfMEGbkc,Distance less than 100km,11.77112322
3X0yYuHUEwOsAcC2amuKyq,Kiteschool Morne Village,"La Prairie, Mauritius",1ZKUrDSe1d84q5g2YSvbnm,Distance less than 100km,2.200082773,"Le Morne Kitebeach, Mauritius",3PJlF5x5uOZblaFquozTqA,Distance less than 100km,2.405322833,"Le Morne, Mauritius",24gB6En2ZY2dJehbBkdiPQ,Distance less than 100km,3.330048596
5Mb5NZpGZUg6S6K0iEcqE4,Aquaholics Zanzibar,"Zanzibar / Paje Beach, Tanzania",3vKxB1ubCHwkuWuKc2rZIo,Distance less than 100km,0.372662863,"Zanzibar / Jambiani, Tanzania",4kTSDb6PhB5Axne5hB2GR9,Distance less than 100km,7.85272011,"Zanzibar / Breezes Beach, Tanzania",7LfXuXhiS2iGpKJ2k9QRLP,Distance less than 100km,7.947728243
5Wl9rJLdTOmmGkeKEAKQUS,Aloha Rewa,"Cypel, Poland",4jsQUlpWxZQioM6IH5xARf,Distance less than 100km,0.406901728,"Puck, Poland",7uoZ2JFHzMR2WaW7BOIGWO,Distance less than 100km,11.55541293,"Hel / Jastarnia, Poland",4PM6ZVJuzc24mqF3DelCgD,Distance less than 100km,11.98641451
5FCYQiSlLaGqUmKQu0Mew6,H2o Extreme Watersports,"Galu Beach, Kenya",1Uyh38SXa6dRulAemB2LjD,Distance less than 100km,0.745451892,"Diani Beach, Kenya",3S5rHXhRpzeKRSFwknuwrA,Distance less than 100km,7.280771539,"Tiwi Beach, Kenya",6aeo6XKQPD0TJTQwM66aSD,Distance less than 100km,12.1276977
2ylAZLXii9KmD3WddpoLw0,Nice Kite,,,,,,,,,,,,
6tJV1DIeZyIg6sKkgS2oww,Gwada Kite School,"Isle a Caret, Guadeloupe",wMlMdyCCEGnocLwI91qzY,Distance less than 100km,8.030047883,"Port-Louis, Guadeloupe",eRvefQKqbJto6yQl1DxDX,Distance less than 100km,20.44379527,"Antigues Cape, Guadeloupe",4BYfNDvxmzpR6b2J7UbS7M,Distance less than 100km,20.51560112
4PqTdCftUsiCoAQkaec8sm,KSS Kitesurfschool,"Groenendijk, Belgium",6dZBlEAQvHEMgg7hVsWbpV,Distance less than 100km,0.3414462,"Oostduinkerke, Belgium",28OFjubEbf7nHwUMgB8g9U,Distance less than 100km,2.023175022,"Westende, Belgium",1Dbw5yDDxZYCPfXreomw3d,Distance less than 100km,4.983132131
2Qk5VMgayIygqaCAGyCEio,ElementFish,"Esposende River, Portugal",1aBQbAOeIfjUppRDTFqzsX,Distance less than 100km,1.111931758,"Esposende, Portugal",6FRRrzEu5F6E2yV8raW8Yp,Distance less than 100km,2.024910139,"Cabedelo de Viana, Portugal",1pHNv51tlm3bsBSOkt51f1,Distance less than 100km,17.45033201
pcuwn9lYPI2yIkmY8Ms8m,Kitekahunas,"Doodles Beach, South Africa",2zUcozjZgkCrRQyNpBzduI,Distance less than 100km,0.46305817,"Kite Beach, South Africa",z7T2hEDhH8ojizrSrfGjo,Distance less than 100km,1.042475082,"Dolphin Beach, South Africa",5MSyUwpDWblU7c528SbTv9,Distance less than 100km,1.92026182
F2CDbD34SyqEoi0EEqeSI,SoCal Kitesurfing,"Belmont Shore, California (USA)",3eDXteSlrCVXxZLZIS8AwG,Distance less than 100km,0.25038934,"Seal Beach, California (USA)",2QrIWtQoa9sj9fzi1ZRoDA,Distance less than 100km,2.259350232,"Sunset Beach, California (USA)",49o7PBd52YMpRiNZYkqUKW,Distance less than 100km,6.899019812
zn0ZJN0p4OwwIUSMCiCc4,Kite Station,"Sicily / Marsala, Italy",v5Cowb4NrOxRdRLLmBu1P,Distance less than 100km,4.901520725,"Sicily / Lido Signorino, Italy",7u8TT8OVyX2zDXUuOnLgEJ,Distance less than 100km,6.943213824,"Sicily / Lo Stagnone, Italy",31BHrD8jQeW6LGiXgZfImn,Distance less than 100km,9.577419536
ilcwwNWQLKEAs0eqAOCKe,Board and Kite Africa,"Kite Beach, South Africa",z7T2hEDhH8ojizrSrfGjo,Distance less than 100km,0.149661525,"Dolphin Beach, South Africa",5MSyUwpDWblU7c528SbTv9,Distance less than 100km,0.781062657,"Doodles Beach, South Africa",2zUcozjZgkCrRQyNpBzduI,Distance less than 100km,1.607305501
7GODPNQqsggGYc0MCoQyCU,Kiteboarding club Komin,"Neretva, Croatia",3OgAO1K84DtpL14kP7ke8V,Distance less than 100km,4.488268616,"Peninsula Peljesac / Perna, Croatia",5OERIw6c9hL04Fxn8yGCZz,Distance less than 100km,26.09588176,"Peninsula Peljesac / Viganj, Croatia",2MvF3jZGvCUNK306OcaZph,Distance less than 100km,27.97257994
6mfRyG0Hteeag4mwC6gkkg,Aloha Kitesurf,"Mar Menor / Los Narejos, Spain",1aHSciwTBnoluK5PaN8jOF,Distance less than 100km,0.855548279,"Mar Menor / Santiago de la Ribera, Spain",5IJji3X3J045R9dnRmo9yz,Distance less than 100km,5.584722799,"Mar Menor / Escuela de Vela, Spain",3iiMO5yNNXqTQQE85AJSRH,Distance less than 100km,6.726169204
53vRdCBlkQGseOUaGIcaoG,CoolHot,"Playa del Chanquete, Spain",2QfjwOLO95blOyogeEgcWW,Distance less than 100km,7.104278249,"Guadalmar, Spain",5TIv5LFxgNBUB0BoBgO5fd,Distance less than 100km,10.02548588,"Los Alamos, Spain",4AgbAEa8dnYsn8dnggADty,Distance less than 100km,11.3752606
4gCk6drpnGQOEaa46GG4S8,Kite Coaching,"Moulin Blanc, France",3aBn8O6mLQAVopyhfp3dg5,Distance less than 100km,4.974353072,"Plage de l'Aber, France",48vWo6vjBuh9WUTgEDxbeY,Distance less than 100km,19.45554019,"Trez-Bellec-Plage, France",4BjKXUUnwOyQ4DKQQN8nxc,Distance less than 100km,20.40372185
1uc6MC4eWEqQ2UkuAwgsAa,M??ndjala Surfclub,"Saaremaa / Mandjala, Estonia",1HbnZkCFc4xA5KGBTh3MRg,Distance less than 100km,0.118601837,"Kolkarags, Latvia",635N2CzkHg3UxM58G0dkwp,Distance less than 100km,53.0703916,"Vaide, Latvia",6xE7gWPtmIePbWNUHqBMDA,Distance less than 100km,54.10236646
6qpsAFfY880IY2gimk8OCQ,Aceh kitecamp,"Lhoknga, Indonesia",7wvyHVntyh0DRBgcuaZC2B,Distance less than 100km,1.461538075,,,,,,,,
6m7h4CccvK2oCmasAy04wS,Kite Rite,"Yorkeys Knob, Australia",m8M7F3uq32DhVu84EgExn,Distance less than 100km,6.851692079,"Palm Cove, Australia",6KKHHsqXudSvrwwnks5dXQ,Distance less than 100km,15.78919536,"Double Island, Australia",1TW1K2yacJCVRwsmrgWjLj,Distance less than 100km,17.81465339
3JFAXzUZJKEyso2YOSyCC2,Kite Boarding Asia Samui,"Koh Samui / Samui Orchid Kitebeach, Thailand",1Ik97tQBKwtb2F20vgyTUv,Distance less than 100km,0.665741531,"Koh Samui / Hua Thanon, Thailand",2WW0SG3DgTA8Tpx0szS5P3,Distance less than 100km,1.255908293,"Koh Samui / Lamai Beach, Thailand",4DL30mH3Ik6UNiWW6rZfOl,Distance less than 100km,6.177152834
1a3xfQJGrIIWGkoqCkUkKS,Royal Kitesurf School,"River Woods Beach Club Zoute, Belgium",5hpGoxln6vPpjNYub5QEJg,Distance less than 100km,1.03743549,"Knokke-Heist, Belgium",5pF5g7xpBskNKokk7UnXx0,Distance less than 100km,2.021449289,"Duinbergen, Belgium",2AhW0ewJRoSUVviCHdzhfl,Distance less than 100km,4.330534925
wfHcPXBrbgFuUn2sp6a53,ION Club Safaga,"Safaga, Egypt",4klIxjSIw4f9tNJ0uSi4pI,Distance less than 100km,0.294032874,"Abu Soma Riders, Egypt",5NbXKEvMC9Apu36CCGNZuP,Distance less than 100km,1.27998862,"Tobia Island, Egypt",5oHacGquAxB7tptpeCzLfo,Distance less than 100km,3.558714382
7JayAM2AuWcYugGmyGo8w4,Puro Kitesurf Mexico,"Punta Maroma, Mexico",62iSgTbLIUq5qv59R1aniw,Distance less than 100km,3.975330101,"Xcalacoco, Mexico",3jdzKdNlJ5g52NsVZLBMUY,Distance less than 100km,4.431821134,"Coco Beach, Mexico",4OgnuixwoOtaCwJsSCBxeh,Distance less than 100km,9.347942303
6PMjMsCcaAgqQ0gouuMUwi,Cascade Kiteboarding Academy,"Columbia River / Stevenson, Washington (USA)",Y4TYpaQx7c8Sf9AK8NZs2,Distance less than 100km,0.312078336,"Columbia River / Hamilton Island, Washington (USA)",3XOplVvHlxW6Q2sy7ReVCn,Distance less than 100km,8.403898632,"Columbia River / Beacon Rock, Washington (USA)",1CG0KPzY1Sp9RDAuH5fVvV,Distance less than 100km,13.95874029
t7DOza4cNiAusC2kMuKgu,KA Kitesurfing,"Beadnell Bay North End, England (UK)",5eGQzVA3ZBaaj9sctglgkn,Distance less than 100km,0.881146319,"Beadnell Bay South End, England (UK)",5J37GSOUHq0y8wts8H3cmj,Distance less than 100km,3.183989165,"Budle Bay, England (UK)",6wgPe7xrJDaOkcBb2k5Ka5,Distance less than 100km,9.71827495
5S4tKfbfNK624oGUyuUw0Y,L effet Kiteschool,"Palavas-les-Flots, France",2dDqeNZ9A6flO2IprNqTsB,Distance less than 100km,0.44648393,"Carnon-Plage, France",2eUuH6YrpeDjfGm0FDedma,Distance less than 100km,0.985749959,"Plage de Maguelone, France",6QZ5M1KYXGGwGbbtCf2WGR,Distance less than 100km,2.044979814
3AbIN6peXuEQ0IiWmIggYa,Los Loros Water Sports,"Cambrils, Spain",5G7j1QRQ0KBlSKwjTTEBzo,Distance less than 100km,0.741544007,"Salou, Spain",7pPs54qUIG7BzovklWDf7F,Distance less than 100km,5.190575262,"La Pineda, Spain",3yBm4sO111y7DPHTzIHAgq,Distance less than 100km,8.892288367
5igmWvrCBUYSi4eqKyEaco,Second Wind,"Buenos Aires Kitebeach, Argentina",4uZo5ZEtZAVyC8vDS8fTXB,Distance less than 100km,16.83537214,"Peru Beach, Argentina",183PBNMfEtOlorsCid93Sh,Distance less than 100km,17.86187359,"Club 7, Argentina",YBZn073oIzM2A4MitsLC2,Distance less than 100km,19.29485478
7c0KTu0e6Q6SWICwcoI0Ae,Breeze Kiteboarding,"Kho Pha Ngan / Thong Sala Beach, Thailand",KQlasD9qFEGDA8X4klhZ1,Distance less than 100km,1.424891436,"Kho Pha Ngan / Ban Tai, Thailand",4BMaR9x2qhyGPyjO9FJ6IN,Distance less than 100km,2.04833882,"Kho Pha Ngan / Kho Ma, Thailand",14vrvc1HpYHKzH2kHaGOqe,Distance less than 100km,11.18813716
4X4ci3rxMkAsUgykyo6we2,R?¶ve de Glisse,"Les Crevettes, France",3zk0nASb0nL8cWct6yBOdS,Distance less than 100km,2.510970311,"Sainte-Barbe, France",5RKua4saCamog3uGbnNQJX,Distance less than 100km,2.729653216,"Les Sables Blancs, France",3ABHAJkZbxvVwC7vZAZZ0g,Distance less than 100km,2.798872114
